id,spa,mslg_real,mslg_pred,raw_response
486,Tengo otro libro.,OTRO LIBRO YO TENER,YO OTRO LIBRO TENER,YO OTRO LIBRO TENER
83,Santiago guarda en su bolsillo una moneda.,dm-SANTIAGO MONEDA GUARDAR-BOLSILLO,SANTIAGO SU BOLSILLO MONEDA GUARDAR,SANTIAGO SU BOLSILLO MONEDA GUARDAR
352,Yo fui a levantar un acta a la delegación.,DELEGACIÓN YO YA IR ACTA LEVANTAR,YO ACTA DELEGACIÓN LEVANTAR IR,YO ACTA DELEGACIÓN LEVANTAR IR
979,La sopa está caliente.,SOPA CALIENTE,SOPA CALIENTE,SOPA CALIENTE
790,Debes seguir estudiando.,TÚ DEBER SEGUIR ESTUDIAR,TÚ DEBER ESTUDIAR SEGUIR,TÚ DEBER ESTUDIAR SEGUIR
525,Tú eres muy afortunado en todo.,TODO AFORTUNADO,TÚ AFORTUNADO MUCHO TODO TÚ,TÚ AFORTUNADO MUCHO TODO TÚ
464,La credencial del INE tiene mi huella.,CREDENCIAL VOTAR HABER MI HUELLA,CREDENCIAL INE MI HUELLA TENER,CREDENCIAL #INE MI HUELLA TENER
728,Debes mostrar tu INE para poder pasar.,TU INE TÚ DEBER MOSTRAR PARA PERMISO PASAR,TÚ DEBER MOSTRAR TU INE PARA PASAR,TÚ DEBER MOSTRAR TU INE PARA PASAR
799,En Villahermosa hace mucho calor.,VILLAHERMOSA MUCHO CALOR,VILLAHERMOSA CALOR MUCHO,VILLAHERMOSA CALOR MUCHO
419,Mañana habrá descuentos en bolsas de mano en Liverpool.,MAÑANA LIVERPOOL HABER DESCUENTO BOLSA-MANO,MAÑANA BOLSA MANO LIVERPOOL DESCUENTO HABER,MAÑANA BOLSA MANO LIVERPOOL DESCUENTO HABER
854,Le regalé un cinturón a mi papá.,MI PAPÁ CINTURÓN YO REGALAR ÉL,MÍ PAPÁ CINTURÓN-DE-SEGURIDAD YA YO REGALAR ÉL,MÍ PAPÁ CINTURÓN-DE-SEGURIDAD YA YO REGALAR ÉL
619,Voy a estudiar hasta secundaria y después quiero trabajar.,YO ESTUDIAR HASTA SECUNDARIA DESPUES TRABAJAR YO DESEAR,YO IR ESTUDIAR HASTA SECUNDARIA DESPUÉS YO QUERER TRABAJAR,YO IR ESTUDIAR HASTA SECUNDARIA DESPUÉS YO QUERER TRABAJAR
909,Mi hermano no me dio pastel ayer.,AYER MI HERMANO PASTEL ÉL DAR MÍ,AYER MI HERMANO PASTEL MÍ DAR NO,AYER MI HERMANO PASTEL MÍ DAR NO
270,"Tú tienes unos audífonos, ¿me los prestas?","AUDÍFONOS TÚ TENER, ¿PRESTAR? SÍ NO",¿TÚ AUDÍFONO AUDÍFONO TENER? MÍ PRESTAR TÚ?,¿TÚ AUDÍFONO AUDÍFONO TENER? MÍ PRESTAR TÚ?
383,Mis amigos argentinos estudiaron antropología.,MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,MI AMIGO+MUJER AMIGO ARGENTINO ARGENTINO ANTROPOLOGÍA ESTUDIAR,MI AMIGO+MUJER AMIGO ARGENTINO ARGENTINO ANTROPOLOGÍA ESTUDIAR
404,Tu sobrino está atrás de mi esposo.,TUYO SOBRINO ATRÁS MI ESPOSO,TU SOBRINO ATRÁS MI ESPOSO,TU SOBRINO ATRÁS MI ESPOSO
863,Compraré la cena de Navidad en la Comercial Mexicana.,COMERCIAL MEXICANA YO COMPRAR CENA NAVIDAD,NAVIDAD CENA COMPRAR COMERCIAL-MEXICANA,NAVIDAD CENA COMPRAR COMERCIAL-MEXICANA
199,"Me pasé un semáforo, ahora tengo que pagar una multa.",SEMÁFORO LUZ ROJA YO PASAR AHORA MULTA YO DEBER PAGAR,SEMÁFORO YO PASAR YA AHORA MULTA YO PAGAR DEBER,"SEMÁFORO YO PASAR YA, AHORA MULTA YO PAGAR DEBER"
628,Alicia viajó a Sudáfrica.,dm-ALICIA YA VIAJAR SUDÁFRICA,DM-ALICIA VIAJAR SUDÁFRICA,dm-ALICIA VIAJAR SUDÁFRICA
878,En Cuba hace mucho calor,CUBA CALOR,CUBA CALOR MUCHO,CUBA CALOR MUCHO
298,El niño ve un mono en el zoológico.,ENTRAR ANIMAL NIÑO VER MONO,ZOOLÓGICO NIÑO VER MONO,ZOOLÓGICO NIÑO VER MONO
208,No hay dulces en el frasco.,FRASCO DULCES NO-HAY,NO-HAY DULCE FRASCO,NO-HAY DULCE FRASCO
470,Fui a comprar jabón a la tienda.,YO IR TIENDA COMPRAR JABÓN YA,TIENDA YO IR JABÓN COMPRAR,TIENDA YO IR JABÓN COMPRAR
859,Yo compré una Coca Cola ayer.,AYER COCA-COLA YO COMPRAR,AYER COCA-COLA YO COMPRAR,AYER COCA-COLA YO COMPRAR
570,"Mi tío vive en la frontera, en Tijuana.",FRONTERA TIJUANA MÍ TÍO VIVIR,MI TÍO TIJUANA FRONTERA VIVIR,MI TÍO TIJUANA FRONTERA VIVIR
800,"Eso es feo, parece vulgar.",ESO FEO PARECE VULGAR,ESO FEO VULGAR PARECER,ESO FEO VULGAR PARECER
783,La policia judicial nos protege.,POLICÍA AGENTE NOSOTROS PROTEGER MÍ,POLICÍA JUDICIAL PROTEGER NOSOTROS,POLICÍA JUDICIAL PROTEGER NOSOTROS
281,"Eso es muy bonito, sí me gusta.",ESO BONITO SÍ YO GUSTAR,ESO BONITO VERDAD YO GUSTAR,ESO BONITO VERDAD YO GUSTAR
379,Algunas personas son analfabetas.,ALGUNAS PERSONAS ANALFABETO,PERSONAS ALGUNOS ANALFABETA,PERSONAS ALGUNOS ANALFABETA
703,Ghana está en África.,ÁFRICA ADENTRO GHANA,GHANA ÁFRICA ESTAR,GHANA ÁFRICA ESTAR
136,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS,TIENDA CERCANO MUCHO CUADRA DOS DISTANCIA,TIENDA CERCANO MUCHO CUADRA DOS DISTANCIA
358,Adán es el primer hombre creado por Dios en el mundo.,ADÁN PRIMER HOMBRE MUNDO DIOS HACER,ADÁN PRIMER HOMBRE DIOS CREAR MUNDO,ADÁN PRIMER HOMBRE DIOS CREAR MUNDO
918,Mi viaje a Francia me emocionó.,YO VIAJE FRANCIA YO EMOCIONAR YA,MI VIAJE FRANCIA EMOCIONADO YO,MI VIAJE FRANCIA EMOCIONADO YO
138,La Biblioteca de México es muy grande.,MÉXICO BIBLIOTECA GRANDE,BIBLIOTECA-DE-MÉXICO GRANDE MUCHO,BIBLIOTECA-DE-MÉXICO GRANDE MUCHO
365,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA,MI AHIJADO JUGUETE YO YA REGALAR ÉL,MI AHIJADO JUGUETE YO YA REGALAR ÉL
822,El calendario de la SEP termina en agosto.,SU #SEP CALENDARIO AGOSTO TERMINAR,AGOSTO SEP CALENDARIO TERMINAR,AGOSTO #SEP CALENDARIO TERMINAR
624,El senador explica por qué la gasolina está cara.,SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR,SENADOR GASOLINA CARA PORQUÉ ÉL EXPLICAR
326,Aimé saltó en paracaídas.,dm-AIMÉ SALTAR PARACAIDAS,DM-AIMÉ PARACAÍDAS SALTAR YA,dm-AIMÉ PARACAÍDAS SALTAR YA
472,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO,LETRA ABECEDARIO FÁCIL APRENDER,LETRA ABECEDARIO FÁCIL APRENDER
761,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA,TAXQUEÑA NOSOTROS CITA,TAXQUEÑA NOSOTROS CITA
567,"Con mucho polvo, yo estornudo mucho.",POLVO YO MUCHO ESTORNUDAR,POLVO MUCHO YO ESTORNUDAR MUCHO,POLVO MUCHO YO ESTORNUDAR MUCHO
213,El disfraz está hecho de papel,DISFRAZ HACER. PAPEL,DISFRAZ PAPEL HACER,DISFRAZ PAPEL HACER
363,Mi hermano revisa su agenda diario.,DIARIO MI HERMANO AGENDA REVISAR,MI HERMANO SU AGENDA REVISAR DIARIO,MI HERMANO SU AGENDA REVISAR DIARIO
668,MI Mí familia y yo fuimos a Celaya.,CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,MI FAMILIA YO AMBOS ANTES CELAYA IR,MI FAMILIA YO AMBOS ANTES CELAYA IR
652,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR,AMETRALLADORA YO NO-GUSTAR
479,Me mandas un mensaje de whatsapp en la noche.,NOCHE MENSAJEAR WHATSAPP TÚ MANDAR MÍ,TÚ MANDAR MÍ MENSAJE WHATSAPP NOCHE,TÚ MANDAR MÍ MENSAJE #WHATSAPP NOCHE
280,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE,YO GUSTAR JUGAR BOLICHE SÍ,YO GUSTAR JUGAR BOLICHE SÍ
857,Juan Gabriel nació en Ciudad Juárez.,dm-JUAN GABRIEL NACER CIUDAD JUÁREZ,DM-JUAN-GABRIEL CIUDAD-JUÁREZ NACER,dm-JUAN-GABRIEL CIUDAD-JUÁREZ NACER
811,Yo limpié la azotea de la casa.,CASA AZOTEAarriba YO LIMPIAR YA,YO CASA AZOTEAARRIBA LIMPIAR YA,YO CASA AZOTEAarriba LIMPIAR YA
696,Ayer fui a la galería.,AYER YO YA IR GALERÍA,AYER YO GALERÍA IR,AYER YO GALERÍA IR
916,Mi familia siempre dona a Teletón.,SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,SIEMPRE MI FAMILIA DONAR TELETÓN,SIEMPRE MI FAMILIA DONAR #TELETÓN
239,Necesito papel para absorber el agua.,YO NECESITAR PAPEL PARA AGUA ABSORBER,PAPEL AGUA ABSORBER PARA YO NECESITAR,PAPEL AGUA ABSORBER PARA YO NECESITAR
369,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR,MI VECINO DIARIO ALCOHÓLICOS-ANÓNIMOS IR
507,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,MI HERMANO YA TERMINAR SU NOVIO+MUJER,MI HERMANO YA TERMINAR SU NOVIO+MUJER
312,Compré este celular ayer pero está muy corriente.,AYER ESTE CELULAR YO YA COMPRAR PERO CORRIENTE,AYER CELULAR ESTE YO YA COMPRAR PERO CORRIENTE MUCHO,AYER CELULAR ESTE YO YA COMPRAR PERO CORRIENTE MUCHO
133,Me gustan las fresas con crema.,FRESAS CON CREMA YO GUSTAR,FRESAS CREMA YO GUSTAR,FRESAS CREMA YO GUSTAR
719,El año pasado viajé a Guanajuato.,AÑO-PASADO YO VIAJAR GUANAJUATO,AÑO-PASADO GUANAJUATO YO VIAJAR,AÑO-PASADO GUANAJUATO YO VIAJAR
924,Mi primo ingresó a la universidad.,MI PRIMO UNIVERSIDAD YA INGRESAR,MI PRIMO UNIVERSIDAD ÉL INGRESAR,MI PRIMO UNIVERSIDAD ÉL INGRESAR
782,Hay muchos policías en la manifestación.,MUCHOS POLICÍA HABER MANIFESTACIÓN,MANIFESTACIÓN POLICÍA MUCHO,MANIFESTACIÓN POLICÍA MUCHO
906,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA,REFRIGERADOR COMIDA CADUCADA HABER,REFRIGERADOR COMIDA CADUCADA HABER
3,¿Y eso?,¿Y-ESO?,¿ESO QUÉ?,¿ESO QUÉ?
466,La India es el séptimo país más grande del mundo.,INDIA SÉPTIMO PAÍS MÁS GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO,INDIA PAÍS SÉPTIMO GRANDE MUNDO
597,El gobernador colocó mucha publicidad por las calles.,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,GOBERNADOR CALLE PUBLICIDAD COLOCAR COLOCAR,GOBERNADOR CALLE PUBLICIDAD COLOCAR COLOCAR
217,Pienso estudiar odontología.,ODONTOLOGÍA YO PENSAR ESTUDIAR,ODONTOLOGÍA YO PENSAR ESTUDIAR,ODONTOLOGÍA YO PENSAR ESTUDIAR
762,Ella tiene una lunar bonito.,ELLA TENER LUNAR BONITO,ELLA LUNAR BONITO,ELLA LUNAR BONITO
666,Yo gané el campeonato.,YO YA GANAR CAMPEONATO,YO CAMPEONATO YA GANAR,YO CAMPEONATO YA GANAR
392,Mi novio nació en Argentina.,MI NOVIO NACER LUGAR ARGENTINA,MI NOVIO+MUJER ARGENTINA NACER,MI NOVIO+MUJER ARGENTINA NACER
387,¿Cómo haces la seña de apóstoles?,¿CÓMO SEÑA dm-APÓSTOLES?,¿CÓMO TÚ HACER SEÑA APÓSTOL APÓSTOL?,¿CÓMO TÚ HACER SEÑA APÓSTOL APÓSTOL?
307,"Ya tengo trabajo, estoy contento.",YO TENER TRABAJO YA CONTENTO YO,YO YA TRABAJO TENER CONTENTO YO,YO YA TRABAJO TENER CONTENTO YO
502,Mi hijo reprobó el sexto de primaria.,SEXTO-Primaria MI HIJO YA REPROBAR,MI HIJO SEXTO-PRIMARIA REPROBAR YA,MI HIJO SEXTO-Primaria REPROBAR YA
215,Al parecer va a llover en la tarde.,LLOVER TARDE PARECE,TARDE LLUVIA FUTURO,TARDE LLUVIA FUTURO
316,"Él fue arrestado, qué feo.",YA ÉL ARRESTADO ESO FEO VERDAD,YA ÉL ARRESTAR ¡FEO!,"YA ÉL ARRESTAR, ¡FEO!"
372,Mi sobrino es muy alto.,MI SOBRINO ALTO,MI SOBRINO ALTO MUCHO,MI SOBRINO ALTO MUCHO
904,Las próximas vacaciones iré de viaje a Ciudad Obregón.,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,PRÓXIMO VACACIONES CIUDAD OBREGÓN YO VIAJAR,PRÓXIMO VACACIONES CIUDAD OBREGÓN YO VIAJAR
378,En la iglesia decimos amén.,IGLESIA NOSOTROS-DE-DOS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN,IGLESIA NOSOTROS DECIR AMÉN
292,Anoche el metro era un caos.,AYER NOCHE METRO CAOS,ANOCHE METRO CAOS,ANOCHE METRO CAOS
605,En la fábrica de Sabritas buscan personal para trabajar.,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,FÁBRICA DM-SABRITAS PERSONAL BUSCAR TRABAJAR,FÁBRICA dm-SABRITAS PERSONAL BUSCAR TRABAJAR
206,Yo nado en la alberca.,ALBERCA YO NADAR,YO NADAR ALBERCA,YO NADAR ALBERCA
37,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE,DM-MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA,dm-MAESTRO SU ALUMNO ALUMNO APARTE REUNIR YA
125,Convencí a mi amigo de ir a la fiesta.,YO YA CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA,YO CONVENCER MI AMIGO IR FIESTA
417,Pinté mi puerta de color azul.,MI PUERTA COLOR AZUL YO YA PINTAR,YO YA PINTAR MI PUERTA COLOR AZUL,YO YA PINTAR MI PUERTA COLOR AZUL
406,Austria es un país hermoso.,AUSTRÍA SU PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO,AUSTRIA PAÍS HERMOSO
785,"Diario manejo mi auto, debo ponerle gasolina.",DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,DIARIO MI AUTOMÓVIL YO MANEJAR YO DEBER PONER GASOLINA ÉL,"DIARIO MI AUTOMÓVIL YO MANEJAR, YO DEBER PONER GASOLINA ÉL"
823,¡El café está muy caliente!,¡CAFÉ CALIENTE!,CAFÉ CALIENTE MUCHO,CAFÉ CALIENTE MUCHO
536,"En diciembre del año pasado, mi jefe viajó a Bogotá.",AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ VIAJAR,DICIEMBRE AÑO-PASADO MI JEFE BOGOTÁ VIAJAR
346,Yo abandoné a mi hijo.,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR,MI HIJO YO ABANDONAR
801,"Él desea conquistar a una mujer, pero tiene miedo de que lo abandonen.",ÉL DESEAR CONQUISTAR ELLA MUJER PERO MIEDO ELLA ABANDONAR,ÉL QUERER CONQUISTAR NOVIO+MUJER PERO ÉL MIEDO ABANDONAR MÍ,ÉL QUERER CONQUISTAR NOVIO+MUJER PERO ÉL MIEDO ABANDONAR MÍ
638,Tepito es un lugar muy conocido.,TEPITO LUGAR FAMOSO,TEPITO LUGAR CONOCIDO MUCHO,TEPITO LUGAR CONOCIDO MUCHO
844,Nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,DOS-DE-NOSOTROS NOS-VEMOS METRO CHABACANO 10 MAÑANA,DOS-DE-NOSOTROS NOS-VEMOS METRO CHABACANO 10 MAÑANA
463,Hoy es mi cumpleaños.,HOY CUMPLEAÑOS MÍ,HOY CUMPLEAÑOS MÍO,HOY CUMPLEAÑOS MÍO
